FPOI BLOCk,LAT,LONG,LAT,LONG
KOZHIKODE,11.17698,75.83180,11.17937,75.83293
KUNNAMANGALAM,11.31869,75.94004,11.43103,76.00676
KUNNAMANGALAM,11.26449,75.89254,11.31832,75.94547
KUNNAMANGALAM,11.26052,75.95313,11.26430,75.88890
KUNNAMANGALAM,11.32149,75.99329,11.26092,75.95198
KUNNAMANGALAM,11.30777,75.88072,11.28442,75.98728
KUNNAMANGALAM,11.31859,75.85149,11.32113,75.99709
KUNNAMANGALAM,11.31668,75.99790,11.31657,75.99786
KUNNAMANGALAM,11.24209,75.88132,11.30510,75.87842
KUNNUMMAL,11.67634,75.70155,11.67711,75.70029
KUNNUMMAL,11.65584,75.74798,11.70864,75.72232
KUNNUMMAL,11.66792,75.75394,11.65518,75.74936
KUNNUMMAL,11.67802,75.78130,11.66755,75.75328
KUNNUMMAL,11.64157,75.80608,11.67716,75.77903
KUNNUMMAL,11.62036,75.70722,11.64242,75.80384
MELDAY,11.49592,75.62711,11.49495,75.62721
MELDAY,11.51157,75.62208,11.51533,75.62183
MELDAY,11.52639,75.65611,11.52657,75.65598
MELDAY,11.53222,75.71305,11.53065,75.71102
PANTHALAYANI,11.39810,75.72518,11.39431,75.72719
PANTHALAYANI,11.42088,75.71211,11.42257,75.71240
PANTHALAYANI,11.47098,75.64931,11.47038,75.65240
PANTHALAYANI,11.48693,75.71514,11.49247,75.71650
PERAMBRA,11.58739,75.76552,11.58731,75.76554
PERAMBRA,11.55906,75.75523,11.59995,75.76506
PERAMBRA,11.56391,75.71021,11.55872,75.75800
PERAMBRA,11.53735,75.77045,11.56398,75.71082
THODANNUR,11.55213,75.64146,11.55449,75.64196
THODANNUR,11.58669,75.67433,11.64625,75.66491
THODANNUR,11.62579,75.62813,11.58856,75.67352
THUNERI,11.66075,75.61442,11.66128,75.61514
THUNERI,11.71819,75.69843,11.71876,75.69863
THUNERI,11.72880,75.67391,11.72943,75.67436
THUNERI,11.72616,75.63573,11.72865,75.63877
THUNERI,11.70721,75.63446,11.70862,75.63435
THUNERI,11.67413,75.63330,11.67131,75.63498
VADAKARA,11.62429,75.57822,11.62441,75.62704
VADAKARA,11.64901,75.56432,11.62533,75.57822
VADAKARA,11.65341,75.60259,11.65087,75.56264
VADAKARA,11.68652,75.54400,11.68811,75.54280
AREAKODE,11.23196,76.05367,11.23451,76.05001
AREAKODE,11.21602,76.00365,11.21405,75.98621
AREAKODE,11.21626,76.14128,11.19691,76.06502
AREAKODE,11.19668,76.06388,11.24891,76.02349
AREAKODE,11.25012,76.02282,11.17896,76.00269
AREAKODE,11.17775,76.00238,11.15839,76.06194
AREAKODE,11.15822,76.06046,11.24770,76.05003
AREAKODE,11.24806,76.05053,11.19921,75.98194
KALIKAVU,11.24429,76.30436,11.24395,76.29854
KALIKAVU,11.22129,76.33374,11.22696,76.32876
KALIKAVU,11.07500,76.28130,11.07440,76.28880
KALIKAVU,11.16892,76.31968,11.17090,76.31856
KALIKAVU,11.28745,76.29624,11.28397,76.29669
KALIKAVU,11.11942,76.33596,11.12494,76.33796
KALIKAVU,11.11197,76.28370,11.11511,76.28483
KONDOTTY,11.17364,75.91762,11.17217,75.91782
KONDOTTY,11.15210,75.95867,11.15226,75.95562
KONDOTTY,11.18991,75.96725,11.14230,75.97252
KONDOTTY,11.14245,75.97062,11.16944,75.92659
KONDOTTY,11.16906,75.92687,11.24625,75.95168
KONDOTTY,11.24786,75.94901,11.20720,75.87699
KUTTIPPURAM,10.90447,76.09793,10.92246,76.03389
KUTTIPPURAM,10.87879,76.10117,10.90492,76.09740
KUTTIPPURAM,10.93471,75.99635,10.87335,76.10110
KUTTIPPURAM,10.84640,76.03554,10.84720,76.03615
KUTTIPPURAM,10.94155,76.04190,10.95096,76.03405
KUTTIPPURAM,10.89062,76.07004,10.89034,76.07048
MALAPPURAM,11.08692,76.12160,11.08944,76.12028
MALAPPURAM,11.02285,76.06818,11.00100,76.05658
MALAPPURAM,11.13386,76.01503,11.10485,76.05910
MALAPPURAM,11.02591,76.02869,11.06325,76.01538
MALAPPURAM,10.99892,76.05711,11.05027,75.98460
MANKADA,11.06104,76.12569,11.01986,76.07394
MANKADA,10.98537,76.10853,11.05641,76.10925
MANKADA,11.03696,76.16074,10.98598,76.10785
MANKADA,10.92366,76.12890,11.01833,76.12084
MANKADA,10.97742,76.15704,11.03728,76.16072
MANKADA,11.02146,76.11942,10.92719,76.13337
NILAMBUR,11.31171,76.20845,11.31370,76.20585
NILAMBUR,11.33473,76.27581,11.33632,76.27695
NILAMBUR,11.35898,76.30693,11.35940,76.30699
NILAMBUR,11.32626,76.33222,11.32565,76.33190
NILAMBUR,11.40253,76.25309,11.40444,76.25147
NILAMBUR,11.37649,76.33717,11.38054,76.34153
PERINTHALMANNA,10.93323,76.28060,10.93523,76.27051
PERINTHALMANNA,10.97788,76.20449,10.97175,76.20081
PERINTHALMANNA,10.91187,76.22491,10.90948,76.22588
PERINTHALMANNA,11.05339,76.28102,11.05308,76.23134
PERINTHALMANNA,10.90175,76.19556,11.05947,76.27488
PERINTHALMANNA,10.95376,76.32110,10.95385,76.31938
PERINTHALMANNA,11.01930,76.28375,11.01873,76.27933
PERUMPADAPPU,10.73787,76.02896,10.73668,76.02954
PERUMPADAPPU,10.74031,75.97298,10.73373,75.97512
PERUMPADAPPU,10.71776,76.01959,10.71654,76.01787
PERUMPADAPPU,10.70199,75.98261,10.69930,75.98876
PERUMPADAPPU,10.72122,75.97665,10.72530,75.97798
PONNANI,10.78547,76.00436,10.78586,76.00160
PONNANI,10.82783,75.99415,10.82694,75.99072
PONNANI,10.83662,75.99297,10.84124,75.99414
PONNANI,10.78569,76.02469,10.78270,76.02345
TANUR,10.95342,75.94628,10.93853,75.99082
TANUR,10.98151,75.90471,10.94902,75.94813
TANUR,10.94534,75.94107,10.92581,75.90057
TANUR,10.95140,75.91322,10.98073,75.91859
TANUR,10.94001,75.97549,10.98209,75.97800
TANUR,10.98223,75.87536,10.95342,75.94628
TIRUR,10.84882,75.92208,10.84954,75.92126
TIRUR,10.88306,75.93137,10.81569,75.92442
TIRUR,10.84941,75.94177,10.88450,75.93237
TIRUR,10.88654,75.89522,10.86509,75.98213
TIRURANGADI,11.08015,75.90232,11.08070,75.90207
TIRURANGADI,11.01117,75.92357,11.01015,75.92390
TIRURANGADI,11.04540,75.86015,11.04806,75.85901
TIRURANGADI,11.10529,75.92574,11.10579,75.92785
TIRURANGADI,11.11902,75.89346,11.11903,75.89312
TIRURANGADI,11.03976,75.91185,11.04349,75.92232
TIRURANGADI,11.16443,75.87718,11.12051,75.84644
VENGARA,11.06758,75.94071,11.02697,76.03084
VENGARA,10.99103,75.97918,11.07124,75.93549
VENGARA,11.08242,75.97076,10.99363,75.97940
VENGARA,11.01380,75.99467,11.07899,75.97633
VENGARA,10.99387,75.98051,11.01364,75.99167
VENGARA,11.05150,75.98678,10.99671,75.96000
WANDOOR,11.23770,76.20597,11.21528,76.13942
WANDOOR,11.12684,76.23354,11.24487,76.18154
WANDOOR,11.16205,76.22853,11.09562,76.22250
WANDOOR,11.20114,76.17944,11.16296,76.23030
WANDOOR,11.16553,76.13139,11.19982,76.17777
WANDOOR,11.19521,76.23995,11.16295,76.12907
ALATHUR,10.64857,76.54400,10.64430,76.54782
ALATHUR,10.64687,76.56360,10.64693,76.56622
ALATHUR,10.61593,76.47050,10.61698,76.46122
ALATHUR,10.66210,76.52010,10.65528,76.51208
ALATHUR,10.57735,76.48932,10.57352,76.49622
ALATHUR,10.63407,76.45025,10.63398,76.45028
ALATHUR,10.67052,76.48093,10.67113,76.47267
ALATHUR,10.59612,76.48673,10.59213,76.48315
ALATHUR,10.58885,76.51685,10.58715,76.51865
ATTAPPADI,11.10409,76.65326,11.11303,76.65425
ATTAPPADI,11.15645,76.64495,11.15383,76.64457
ATTAPPADI,11.11695,76.74652,11.11773,76.74632
CHITTUR,10.64945,76.74292,10.64983,76.73800
CHITTUR,10.73100,76.78725,10.73018,76.78632
CHITTUR,10.73795,76.83111,10.80937,76.84603
CHITTUR,10.64943,76.76323,10.73580,76.86198
KOLLENGODE,10.61338,76.69138,10.68858,76.65675
KOLLENGODE,10.60672,76.76097,10.61338,76.69138
KOLLENGODE,10.64337,76.69355,10.60670,76.76192
KUZHALMANNAM,10.72721,76.65488,10.73057,76.64022
KUZHALMANNAM,10.76600,76.54355,10.76558,76.54353
KUZHALMANNAM,10.71972,76.60111,10.73255,76.54420
KUZHALMANNAM,10.73917,76.57548,10.71010,76.58950
KUZHALMANNAM,10.75314,76.48145,10.74085,76.57273
MALAMPUZHA,10.81150,76.64328,10.81540,76.65095
MALAMPUZHA,10.75813,76.75055,10.75799,76.75195
MALAMPUZHA,10.82164,76.66762,10.82207,76.66835
MALAMPUZHA,10.78735,76.67190,10.78448,76.67552
MALAMPUZHA,10.69848,76.68710,10.69630,76.68843
MALAMPUZHA,10.72988,76.73312,10.73102,76.73013
MALAMPUZHA,10.80315,76.62253,10.80383,76.62163
MALAMPUZHA,10.79634,76.74055,10.79747,76.76468
MANNARKAD,11.01083,76.34433,11.00348,76.51288
MANNARKAD,11.00363,76.51067,10.93815,76.50642
MANNARKAD,10.93367,76.50243,10.91005,76.52693
MANNARKAD,10.99688,76.39300,10.99615,76.39265
MANNARKAD,10.98988,76.44017,10.98685,76.43212
MANNARKAD,10.95805,76.50945,10.99153,76.45460
MANNARKAD,10.95907,76.35627,10.96103,76.50538
NEMMARA,10.60672,76.56047,10.57877,76.57338
NEMMARA,10.59352,76.60015,10.60383,76.64447
NEMMARA,10.63350,76.65827,10.60793,76.56205
OTTAPPALAM,10.82667,76.34805,10.82950,76.34515
OTTAPPALAM,10.83777,76.31083,10.83700,76.30822
OTTAPPALAM,10.78215,76.32482,10.77878,76.32368
OTTAPPALAM,10.83263,76.41618,10.83235,76.41638
OTTAPPALAM,10.77928,76.44303,10.77733,76.44423
PALAKKAD,10.82453,76.49682,10.82732,76.49823
PALAKKAD,10.74465,76.69363,10.74810,76.69015
PALAKKAD,10.78333,76.49973,10.85887,76.51457
PALAKKAD,10.80113,76.47687,10.78991,76.50003
PALAKKAD,10.83723,76.57888,10.80205,76.47372
PALAKKAD,10.79023,76.55862,10.83816,76.58007
PALAKKAD,10.76928,76.60810,10.79665,76.56263
PATTAMBI,10.86805,76.18888,10.86393,76.18620
PATTAMBI,10.86417,76.23193,10.86468,76.23197
PATTAMBI,10.83190,76.15652,10.82812,76.15260
PATTAMBI,10.86333,76.27860,10.86395,76.27698
PATTAMBI,10.80250,76.22027,10.80388,76.21967
PATTAMBI,10.80269,76.18125,10.84042,76.11207
PATTAMBI,10.87115,76.13978,10.80273,76.18155
PATTAMBI,10.84070,76.25278,10.87210,76.13702
PATTAMBI,10.88473,76.18903,10.83552,76.25263
SREEKRISHNAPURAM,10.88145,76.31020,10.87850,76.31293
SREEKRISHNAPURAM,10.87132,76.47177,10.87017,76.46523
SREEKRISHNAPURAM,10.92107,76.41888,10.92107,76.41880
SREEKRISHNAPURAM,10.86173,76.39157,10.85952,76.39148
SREEKRISHNAPURAM,10.90247,76.40613,10.90542,76.40895
SREEKRISHNAPURAM,10.85000,76.34417,10.84650,76.34355
SREEKRISHNAPURAM,10.88730,76.36620,10.88723,76.36565
TRITHALA,10.82995,76.05392,10.83102,76.04885
TRITHALA,10.73443,76.09250,10.73765,76.08827
TRITHALA,10.79282,76.05892,10.78777,76.05680
TRITHALA,10.76167,76.12055,10.76042,76.12202
TRITHALA,10.79342,76.09372,10.79238,76.09295
TRITHALA,10.73333,76.16252,10.74570,76.15870
TRITHALA,10.80103,76.12392,10.80323,76.12878
ELANTHOOR,9.34581,76.74527,9.34335,76.75401
ELANTHOOR,9.29192,76.72546,9.29070,76.72077
ELANTHOOR,9.33978,76.71040,9.33780,76.70513
ELANTHOOR,9.31342,76.75542,9.31445,76.75433
KOIPURAM,9.35214,76.72750,9.35118,76.72775
KOIPURAM,9.36569,76.62821,9.36699,76.62885
KOIPURAM,9.39662,76.68227,9.39650,76.68265
KOIPURAM,9.33855,76.69592,9.35470,76.67751
KONNI,9.20782,76.87371,9.20997,76.87270
KONNI,9.22805,76.85166,9.22781,76.85139
KONNI,9.28851,76.82664,9.28852,76.82255
KONNI,9.28847,76.79772,9.29082,76.79815
KONNI,9.23209,76.80195,9.22712,76.81722
KONNI,9.26331,76.92647,9.27296,76.92849
KONNI,9.22723,76.78145,9.22102,76.78065
MALLAPPALLY,9.40267,76.74273,9.47142,76.66988
MALLAPPALLY,9.45436,76.71637,9.40247,76.74334
MALLAPPALLY,9.44291,76.65518,9.45292,76.72483
PANDLAM,9.32176,76.66808,9.32002,76.66737
PANDLAM,9.24222,76.67242,9.24297,76.67232
PANDLAM,9.27539,76.70187,9.26911,76.70175
PANDLAM,9.22218,76.67810,9.22457,76.67755
PANDLAM,9.19710,76.73463,9.19581,76.73534
PANDLAM,9.21652,76.71355,9.21671,76.71363
PULIKEEZHU,9.35940,76.58797,9.35947,76.58804
PULIKEEZHU,9.33435,76.53435,9.33887,76.53406
PULIKEEZHU,9.34179,76.51302,9.34181,76.51288
PULIKEEZHU,9.36665,76.54551,9.36653,76.54506
PULIKEEZHU,9.43511,76.61006,9.37941,76.54579
RANNI,9.33013,76.92513,9.33020,76.92663
RANNI,9.41343,76.85101,9.38708,76.84328
RANNI,9.37652,76.77890,9.37651,76.77890
RANNI,9.37997,76.77429,9.38360,76.77983
RANNI,9.38565,76.78664,9.38621,76.78680
RANNI,9.36779,76.85521,9.36779,76.85527
RANNI,9.32951,76.97100,9.32635,76.96842
RANNI,9.43143,76.85138,9.34019,76.82875
ATHIYANNOOR,8.39648,77.05500,8.39361,77.06374
ATHIYANNOOR,8.36032,77.05590,8.35524,77.04750
ATHIYANNOOR,8.33460,77.04842,8.33785,77.04955
ATHIYANNOOR,8.37262,77.02448,8.38201,77.01841
ATHIYANNOOR,8.40398,77.01336,8.40319,77.01282
CHIRAYINKEEZHU,8.68126,76.77037,8.66885,76.75894
CHIRAYINKEEZHU,8.63589,76.81067,8.62628,76.81333
CHIRAYINKEEZHU,8.66184,76.78740,8.66066,76.78620
CHIRAYINKEEZHU,8.68125,76.77024,8.68297,76.77085
CHIRAYINKEEZHU,8.66202,76.81115,8.66335,76.80969
CHIRAYINKEEZHU,8.69043,76.85831,8.68740,76.86545
KILIMANOOR,8.77296,76.85555,8.75256,76.81412
KILIMANOOR,8.75519,76.85855,8.77314,76.85773
KILIMANOOR,8.77939,76.78680,8.82412,76.82035
KILIMANOOR,8.82397,76.80923,8.75511,76.85786
KILIMANOOR,8.76610,76.87505,8.77622,76.78607
NEDUMANGAD,8.63043,77.00744,8.63333,77.00938
NEDUMANGAD,8.57023,77.01529,8.57071,77.01521
NEDUMANGAD,8.56188,76.98213,8.56273,76.98341
NEDUMANGAD,8.66136,76.98683,8.66058,76.98782
NEDUMANGAD,8.63331,76.93858,8.61790,76.93704
NEMOM,8.42700,77.04227,8.42806,77.04733
NEMOM,8.48675,77.03608,8.43165,77.01366
NEMOM,8.47185,77.07237,8.48860,77.03773
NEMOM,8.51649,77.02136,8.46812,77.07401
NEMOM,8.49161,77.02186,8.43340,77.02853
PARASSALA,8.38013,77.11984,8.37716,77.12109
PARASSALA,8.34178,77.11217,8.32140,77.11084
PARASSALA,8.34475,77.15828,8.31572,77.09284
PARASSALA,8.31850,77.07060,8.34473,77.15829
PARASSALA,8.36194,77.07956,8.31975,77.06972
PERUMKADAVILA,8.50595,77.19093,8.50519,77.18776
PERUMKADAVILA,8.46888,77.12761,8.47228,77.12808
PERUMKADAVILA,8.53173,77.12726,8.53513,77.13666
PERUMKADAVILA,8.49119,77.12288,8.38583,77.13351
PERUMKADAVILA,8.43675,77.10797,8.38838,77.17084
PERUMKADAVILA,8.43101,77.19688,8.49131,77.12569
POTHENCODE,8.58845,76.85200,8.58773,76.85486
POTHENCODE,8.62369,76.84869,8.57139,76.84815
VAMANAPURAM,8.75015,76.93893,8.75130,76.93941
VAMANAPURAM,8.66153,76.91781,8.65784,76.92017
VAMANAPURAM,8.70214,77.02774,8.69886,77.02618
VAMANAPURAM,8.76540,76.96178,8.67767,76.91020
VAMANAPURAM,8.72460,77.04277,8.76422,76.96401
VAMANAPURAM,8.67988,76.94135,8.72739,77.04381
VARKALA,8.72657,76.75316,8.76726,76.75368
VARKALA,8.76448,76.69619,8.72356,76.75894
VARKALA,8.77654,76.72507,8.76422,76.69633
VARKALA,8.71956,76.77935,8.77390,76.72514
VELLANAD,8.58444,77.08649,8.58528,77.08888
VELLANAD,8.50785,77.08140,8.50803,77.08363
VELLANAD,8.56609,77.09978,8.56972,77.10417
VELLANAD,8.53611,77.08671,8.53262,77.08671
VELLANAD,8.56407,77.05443,8.64759,77.05618
VELLANAD,8.67094,77.08249,8.60611,77.05028
ANTHIKKAD,10.45776,76.12148,10.45997,76.12322
ANTHIKKAD,10.49752,76.14862,10.41208,76.16138
ANTHIKKAD,10.41113,76.16656,10.47460,76.10773
ANTHIKKAD,10.47465,76.10223,10.41338,76.12171
CHALAKKUDY,10.27006,76.31106,10.29517,76.48159
CHALAKKUDY,10.26443,76.35054,10.26990,76.31205
CHALAKKUDY,10.29366,76.35292,10.35655,76.41227
CHALAKKUDY,10.31990,76.37068,10.26216,76.35200
CHAVAKKAD,10.53802,76.02918,10.53786,76.02798
CHAVAKKAD,10.59316,76.02916,10.56258,76.03278
CHAVAKKAD,10.66179,76.00361,10.63877,75.99359
CHAVAKKAD,10.67167,75.99759,10.67384,75.99490
CHAVAKKAD,10.64106,76.01530,10.64367,76.01289
CHERPU,10.46943,76.22971,10.46827,76.23029
CHERPU,10.44501,76.21338,10.43792,76.21076
CHERPU,10.46627,76.18485,10.45803,76.19195
CHERPU,10.44213,76.21715,10.43877,76.23469
CHOWANNUR,10.61846,76.11991,10.61834,76.12098
CHOWANNUR,10.67720,76.12173,10.65990,76.08795
CHOWANNUR,10.69409,76.08765,10.69544,76.09135
CHOWANNUR,10.60183,76.09158,10.59782,76.09263
CHOWANNUR,10.68718,76.04407,10.68729,76.05043
CHOWANNUR,10.64005,76.15762,10.65355,76.06962
IRINJALAKKUDA,10.36834,76.26531,10.40250,76.19592
IRINJALAKKUDA,10.40385,76.27546,10.36816,76.26508
KODAKARA,10.43490,76.27979,10.43273,76.26624
KODAKARA,10.37104,76.30355,10.37564,76.30707
KODAKARA,10.37610,76.36214,10.37685,76.36636
KODAKARA,10.44627,76.25942,10.44594,76.26014
KODAKARA,10.42506,76.26807,10.42350,76.26943
KODAKARA,10.45227,76.28473,10.45105,76.28467
KODAKARA,10.42091,76.33296,10.42437,76.33021
MALA,10.21219,76.29044,10.34162,76.29211
MALA,10.24037,76.26620,10.23411,76.32973
MALA,10.21235,76.26535,10.21153,76.29565
MALA,10.34143,76.28191,10.24238,76.26380
MATHILAKAM,10.38142,76.14832,10.37698,76.14570
MATHILAKAM,10.24038,76.16947,10.22781,76.17290
MATHILAKAM,10.33934,76.13606,10.21117,76.16506
MATHILAKAM,10.28929,76.16804,10.33765,76.14715
MATHILAKAM,10.31326,76.14857,10.28589,76.17023
MATHILAKAM,10.26418,76.17999,10.31931,76.14690
MULLASSERY,10.57403,76.07619,10.57006,76.07937
MULLASSERY,10.53240,76.08527,10.53172,76.08655
MULLASSERY,10.56594,76.06178,10.56501,76.06029
MULLASSERY,10.51927,76.09134,10.51957,76.09140
OLLUKKARA,10.50610,76.27901,10.56665,76.24802
OLLUKKARA,10.55807,76.33169,10.50610,76.27837
OLLUKKARA,10.49044,76.27802,10.55610,76.32765
PAZHAYANNUR,10.69473,76.33460,10.69566,76.33099
PAZHAYANNUR,10.72184,76.30462,10.72455,76.39827
PAZHAYANNUR,10.68819,76.42315,10.72067,76.30563
PAZHAYANNUR,10.73305,76.42901,10.68825,76.42346
PAZHAYANNUR,10.74908,76.27620,10.73333,76.42834
PUZHAKKAL,10.55216,76.17409,10.49788,76.14639
PUZHAKKAL,10.60811,76.17619,10.55297,76.16642
PUZHAKKAL,10.59185,76.15455,10.60343,76.19337
PUZHAKKAL,10.58703,76.21492,10.59203,76.15466
PUZHAKKAL,10.56389,76.12225,10.58494,76.21544
THALIKKULAM,10.50350,76.06097,10.50226,76.06205
THALIKKULAM,10.41594,76.11045,10.41433,76.11137
THALIKKULAM,10.44122,76.09404,10.43987,76.09488
THALIKKULAM,10.46409,76.08349,10.46913,76.08116
THALIKKULAM,10.40533,76.11089,10.40533,76.11089
VELLANGALLUR,10.29972,76.19164,10.32374,76.17911
VELLANGALLUR,10.30075,76.19677,10.30434,76.19260
VELLANGALLUR,10.26815,76.24142,10.26546,76.23811
VELLANGALLUR,10.28607,76.21475,10.28349,76.21339
VELLANGALLUR,10.31479,76.23787,10.31774,76.24044
WADAKKANCHERY,10.74956,76.22063,10.67491,76.11681
WADAKKANCHERY,10.68246,76.18352,10.63982,76.15685
WADAKKANCHERY,10.70440,76.27162,10.75452,76.23419
WADAKKANCHERY,10.63725,76.21299,10.68193,76.18554
WADAKKANCHERY,10.63634,76.27401,10.70523,76.27016
WADAKKANCHERY,10.71477,76.21426,10.63762,76.21242
WADAKKANCHERY,10.66080,76.24640,10.63567,76.27301
KALPETTA,11.55662,76.03893,11.55710,76.03877
KALPETTA,11.61832,76.03229,11.63176,76.03294
KALPETTA,11.63661,76.00539,11.63803,76.00835
KALPETTA,11.64279,76.11126,11.58318,76.01786
KALPETTA,11.56397,76.12762,11.64276,76.11034
KALPETTA,11.67737,75.97658,11.55952,76.13119
KALPETTA,11.55714,76.22334,11.67927,76.02340
MANANTHAVADY,11.80351,76.00072,11.77686,75.97640
MANANTHAVADY,11.84779,76.06280,11.80191,76.00266
MANANTHAVADY,11.73360,75.95621,11.84199,75.94897
MANANTHAVADY,11.74328,75.88355,11.84909,76.06642
PANAMARAM,11.69712,76.08088,11.81699,76.16429
PANAMARAM,11.81988,76.16587,11.72365,76.15318
PANAMARAM,11.72350,76.15310,11.78978,76.16621
SULTHAN BATHERY,11.62044,76.21124,11.55704,76.22414
SULTHAN BATHERY,11.65546,76.15806,11.62247,76.21137
SULTHAN BATHERY,11.63072,76.27737,11.65933,76.16125
SULTHAN BATHERY,11.66852,76.31422,11.63470,76.27756
SULTHAN BATHERY,11.66053,76.24946,11.66815,76.31380