FPOI BLOCk,LAT,LONG,LAT1,LONG1
TEKULAPALLY,17.673406,80.440182,17.55941,80.47727
THALLADA,17.216933,80.422684,17.26041,80.43544
THALLADA,17.116184,80.446677,17.09885,80.44460
THALLADA,17.125433,80.431685,17.23693,80.45960
THALLADA,17.141275,80.445780,17.19601,80.43753
THALLADA,17.142806,80.441800,17.28179,80.45124
THALLADA,17.169940,80.457983,17.11679,80.44989
THALLADA,17.183388,80.466813,17.16196,80.42687
THALLADA,17.193752,80.507580,17.20276,80.39988
THALLADA,17.197875,80.406264,17.25037,80.46632
THALLADA,17.200634,80.485270,17.12543,80.43169
THALLADA,17.201385,80.481741,17.15918,80.47217
THALLADA,17.205767,80.472215,17.22479,80.41614
THALLADA,17.216222,80.461330,17.18410,80.46341
THALLADA,17.217037,80.422660,17.14036,80.44717
THALLADA,17.218384,80.422714,17.20139,80.48174
THALLADA,17.219564,80.453943,17.17697,80.41272
THALLADA,17.236930,80.459598,17.16994,80.45798
THALLADA,17.260409,80.435440,17.19948,80.51043
THIRUMALAYAPALEM,17.340528,79.958016,17.30246,79.90053
THIRUMALAYAPALEM,17.290240,79.856731,17.30351,79.89002
THIRUMALAYAPALEM,17.295455,80.031982,17.30453,79.94193
THIRUMALAYAPALEM,17.299588,79.863876,17.36162,79.93758
THIRUMALAYAPALEM,17.300001,79.862198,17.32471,79.97130
THIRUMALAYAPALEM,17.301802,79.896360,17.33396,80.02104
THIRUMALAYAPALEM,17.302133,79.890291,17.27983,80.01812
THIRUMALAYAPALEM,17.305095,79.930763,17.34321,79.95917
THIRUMALAYAPALEM,17.309016,80.033504,17.32755,79.90289
THIRUMALAYAPALEM,17.309840,79.831688,17.38831,79.97981
THIRUMALAYAPALEM,17.310458,80.033395,17.36291,79.90285
THIRUMALAYAPALEM,17.321342,79.969343,17.37227,79.96718
THIRUMALAYAPALEM,17.322003,79.968182,17.30000,79.86220
THIRUMALAYAPALEM,17.323464,79.999855,17.31119,79.82833
THIRUMALAYAPALEM,17.323886,80.004212,17.29546,80.03198
THIRUMALAYAPALEM,17.328829,79.936681,17.33051,79.93058
THIRUMALAYAPALEM,17.330513,79.930577,17.35992,79.91276
THIRUMALAYAPALEM,17.338375,79.903264,17.29024,79.85673
THIRUMALAYAPALEM,17.342835,79.958364,17.35419,79.96414
THIRUMALAYAPALEM,17.343206,79.959165,17.32389,80.00421
THIRUMALAYAPALEM,17.365327,79.931082,17.32403,79.85767
THIRUMALAYAPALEM,17.369271,79.921658,17.28068,79.86952
THIRUMALAYAPALEM,17.372265,79.967184,17.28218,79.82894
THIRUMALAYAPALEM,17.372347,79.967314,17.34057,79.90088
THIRUMALAYAPALEM,17.379960,79.901915,17.28858,79.97300
THIRUMALAYAPALEM,17.387057,79.981057,17.30514,79.99707
VEMSOOR,17.080346,80.841931,17.12551,80.70694
VEMSOOR,17.078488,80.841365,17.07690,80.77369
VEMSOOR,17.109750,80.699623,17.06099,80.85508
VEMSOOR,17.065781,80.802380,17.10975,80.69962
VEMSOOR,17.073628,80.835515,17.13154,80.81779
VEMSOOR,17.077564,80.841440,17.10510,80.86576
VEMSOOR,17.094968,80.803627,17.10919,80.73752
VEMSOOR,17.102937,80.861512,17.07849,80.84137
VEMSOOR,17.111855,80.698439,17.08974,80.71971
VEMSOOR,17.115771,80.729768,17.09950,80.80264
VEMSOOR,17.115980,80.796636,17.14766,80.79671
VEMSOOR,17.119580,80.715754,17.11275,80.79784
VEMSOOR,17.126348,80.706866,17.11783,80.71091
VEMSOOR,17.127905,80.794363,17.17552,80.73990
VEMSOOR,17.134180,80.791040,17.12463,80.67675
VEMSOOR,17.141433,80.785315,17.05953,80.80909
VENKATAPURAM,18.302520,80.551762,18.20548,80.66966
VENKATAPURAM,18.172228,80.703412,18.13868,80.72923
VENKATAPURAM,18.205477,80.669658,18.33034,80.50862
VENKATAPURAM,18.233285,80.641766,18.23329,80.64177
VENKATAPURAM,18.264705,80.605382,18.28892,80.59033
VENKATAPURAM,18.288924,80.590332,18.16839,80.69846
VENKATAPURAM,18.300427,80.551543,18.26471,80.60538
VENKATAPURAM,18.300646,80.554097,18.29859,80.55410
WAZEED,18.387009,80.528795,18.36317,80.51954
WAZEED,18.435982,80.502991,18.48565,80.45009
WAZEED,18.440355,80.476350,18.47336,80.43334
WAZEED,18.462872,80.493350,18.36718,80.48349
WAZEED,18.485694,80.449835,18.46072,80.49358
WAZEED,18.533218,80.394492,18.43157,80.50820
WYRA,17.196389,80.355194,17.09693,80.31852
WYRA,17.074778,80.324611,17.08555,80.39106
WYRA,17.076902,80.325646,17.07720,80.37362
WYRA,17.077195,80.373617,17.09987,80.39088
WYRA,17.100733,80.363399,17.10006,80.34153
WYRA,17.100818,80.338492,17.10777,80.31558
WYRA,17.104076,80.323525,17.10073,80.36340
WYRA,17.105097,80.338220,17.12507,80.35895
WYRA,17.109717,80.404062,17.15473,80.38070
WYRA,17.121567,80.336295,17.10972,80.40406
WYRA,17.122591,80.404400,17.14060,80.37867
WYRA,17.122937,80.349402,17.13367,80.39245
WYRA,17.134019,80.394530,17.07720,80.32668
WYRA,17.154733,80.380701,17.14105,80.41573
WYRA,17.154927,80.341754,17.11557,80.33786
WYRA,17.160932,80.399557,17.16093,80.39956
WYRA,17.179133,80.387117,17.19384,80.35988
WYRA,17.180369,80.400451,17.15277,80.34066
WYRA,17.196556,80.355168,17.07343,80.30806
YELLANDU,17.547038,80.352606,17.56919,80.24546
YELLANDU,17.558738,80.352223,17.71054,80.31883
YELLANDU,17.568936,80.248285,17.71120,80.28001
YELLANDU,17.569193,80.245459,17.74843,80.39112
YELLANDU,17.577662,80.359261,17.72480,80.34463
YELLANDU,17.585111,80.331110,17.51826,80.36289
YELLANDU,17.642531,80.298049,17.64253,80.29805
YELLANDU,17.710539,80.318830,17.58502,80.35299
YERRUPALEM,16.928242,80.482983,16.92005,80.50300
YERRUPALEM,16.913272,80.470550,16.86394,80.47630
YERRUPALEM,16.907334,80.458245,16.83761,80.50925
YERRUPALEM,16.896106,80.458060,16.93775,80.51049
YERRUPALEM,16.880386,80.456869,16.87691,80.52677
YERRUPALEM,16.847072,80.465830,16.88237,80.47948
YERRUPALEM,16.838929,80.458542,16.92884,80.48316
YERRUPALEM,16.825193,80.471188,16.95701,80.53558
YERRUPALEM,16.825401,80.471694,16.91335,80.47119
YERRUPALEM,16.801893,80.490781,16.82976,80.51928
YERRUPALEM,16.775759,80.504138,16.89284,80.58633
YERRUPALEM,16.834698,80.508139,16.77889,80.51590
YERRUPALEM,16.800381,80.496552,16.89600,80.48911
YERRUPALEM,16.822123,80.471940,16.86270,80.45408
YERRUPALEM,16.831754,80.516614,16.90725,80.45799
YERRUPALEM,16.831995,80.518018,16.85057,80.47507
YERRUPALEM,16.849350,80.548949,16.83738,80.45149
YERRUPALEM,16.859939,80.549484,16.84935,80.54895
YERRUPALEM,16.860897,80.456718,16.80038,80.49655
YERRUPALEM,16.863737,80.476411,16.89650,80.45803
YERRUPALEM,16.879136,80.456783,16.87914,80.45678
YERRUPALEM,16.882371,80.479477,16.82229,80.47289
ARMUR,18.791630,78.286070,18.80683,78.19517
ARMUR,18.789944,78.288297,18.86425,78.26202
ARMUR,18.797512,78.248767,18.76677,78.25619
ARMUR,18.781495,78.300096,18.80752,78.33202
ARMUR,18.766649,78.256320,18.84616,78.22471
ARMUR,18.775378,78.296976,18.84606,78.30072
ARMUR,18.777317,78.297818,18.80143,78.21955
ARMUR,18.785530,78.302307,18.76407,78.32947
ARMUR,18.799406,78.237518,18.80130,78.23679
ARMUR,18.800726,78.222972,18.88439,78.27061
ARMUR,18.808272,78.331316,18.88066,78.29121
ARMUR,18.808718,78.196262,18.85833,78.20449
ARMUR,18.825578,78.237123,18.87225,78.26615
ARMUR,18.829116,78.232268,18.77732,78.29782
ARMUR,18.833670,78.279234,18.84699,78.25626
ARMUR,18.836556,78.277027,18.82920,78.23173
ARMUR,18.845630,78.218630,18.79285,78.30784
ARMUR,18.849903,78.299228,18.83462,78.27694
ARMUR,18.855787,78.296472,18.82130,78.24126
ARMUR,18.857628,78.295283,18.85763,78.29528
BALKONDA,18.869618,78.360622,18.87217,78.33377
BALKONDA,18.839724,78.324367,18.90321,78.33937
BALKONDA,18.110410,78.380110,18.85928,78.36534
BALKONDA,18.827136,78.323740,18.94346,78.36724
BALKONDA,18.842990,78.338472,18.98465,78.38952
BALKONDA,18.860358,78.379793,18.84294,78.33798
BALKONDA,18.869618,78.360622,18.98398,78.38142
BALKONDA,18.872173,78.333770,18.87844,78.31965
BALKONDA,18.878443,78.319647,18.87905,78.30599
BALKONDA,18.891399,78.348416,18.88735,78.34935
BALKONDA,18.895039,78.351414,18.96852,78.40920
BALKONDA,18.899762,78.417728,18.90804,78.37347
BALKONDA,18.899978,78.434439,18.95096,78.40191
BALKONDA,18.900455,78.436914,18.90956,78.35674
BALKONDA,18.903209,78.339369,18.91159,78.40251
BALKONDA,18.911493,78.357239,18.89997,78.32799
BALKONDA,18.911528,78.402813,18.92976,78.36429
BALKONDA,18.916280,78.358780,18.89298,78.41371
BALKONDA,18.929682,78.365311,18.95566,78.42865
BALKONDA,18.943268,78.368942,18.95840,78.36121
BALKONDA,18.946015,78.369836,18.82550,78.32275
BALKONDA,18.953070,78.402111,18.85813,78.38204
BALKONDA,18.968515,78.409197,18.92510,78.43103
BALKONDA,18.984651,78.389522,18.89430,78.35906
BANSWADA,18.349794,77.877162,18.37886,77.87706
BANSWADA,18.394732,77.879363,18.38566,77.90073
BANSWADA,18.331989,77.914487,18.33908,77.88585
BANSWADA,18.367820,77.873535,18.42811,77.90760
BANSWADA,18.379800,77.876938,18.43581,78.00358
BANSWADA,18.388016,77.893746,18.40372,77.85181
BANSWADA,18.404235,77.882683,18.40245,77.91329
BANSWADA,18.405086,77.847961,18.40814,77.97694
BANSWADA,18.408387,77.882739,18.41204,77.90734
BANSWADA,18.412039,77.907339,18.41736,77.99338
BANSWADA,18.412602,77.885643,18.40523,77.88099
BANSWADA,18.415550,77.912257,18.36548,77.87457
BHEEMGAL,18.606789,78.461934,18.71096,78.47496
BHEEMGAL,18.703693,78.381040,18.70203,78.45832
BHEEMGAL,18.606785,78.487841,18.65658,78.48170
BHEEMGAL,18.691670,78.413793,18.69390,78.41660
BHEEMGAL,18.624930,78.625289,18.68035,78.44512
BHEEMGAL,18.634106,78.423614,18.70099,78.44947
BHEEMGAL,18.639173,78.574038,18.70936,78.38050
BHEEMGAL,18.640647,78.457854,18.63935,78.57310
BHEEMGAL,18.643083,78.563152,18.63980,78.42711
BHEEMGAL,18.647041,78.482886,18.73514,78.44661
BHEEMGAL,18.653377,78.481806,18.73729,78.46174
BHEEMGAL,18.656576,78.481695,18.71806,78.50475
BHEEMGAL,18.657984,78.418324,18.64093,78.45796
BHEEMGAL,18.674170,78.442489,18.66777,78.48240
BHEEMGAL,18.702027,78.458318,18.64685,78.48254
BHEEMGAL,18.703027,78.448247,18.69858,78.46471
BHEEMGAL,18.703425,78.462690,18.64668,78.53434
BHEEMGAL,18.709829,78.471894,18.66470,78.42712
BHIKNUR,18.117380,78.463957,18.21706,78.40587
BHIKNUR,18.122970,78.482923,18.15276,78.41340
BHIKNUR,18.158279,78.408547,18.12613,78.46653
BHIKNUR,18.161500,78.390207,18.18915,78.39927
BHIKNUR,18.174494,78.461477,18.16150,78.39021
BHIKNUR,18.185950,78.398350,18.13399,78.48491
BHIKNUR,18.189094,78.390480,18.24152,78.38535
BHIKNUR,18.189345,78.399449,18.19857,78.45509
BHIKNUR,18.192827,78.400019,18.17134,78.48392
BHIKNUR,18.193302,78.453771,18.20977,78.41696
BHIKNUR,18.224569,78.390396,18.17479,78.46136
BHIKNUR,18.239365,78.359273,18.25033,78.35961
BHIKNUR,18.239508,78.353880,18.26104,78.33376
BHIKNUR,18.242394,78.380986,18.18909,78.39048
BICHKUNDA,18.386465,77.793178,18.36127,77.82237
BICHKUNDA,18.401857,77.707415,18.27643,77.76202
BICHKUNDA,18.330993,77.719179,18.39992,77.70328
BICHKUNDA,18.265482,77.757460,18.27179,77.70817
BICHKUNDA,18.276432,77.762015,18.40399,77.75650
BICHKUNDA,18.276480,77.773540,18.39511,77.74190
BICHKUNDA,18.289739,77.758536,18.36912,77.74133
BICHKUNDA,18.295334,77.745072,18.37831,77.73985
BICHKUNDA,18.330374,77.730959,18.38082,77.67577
BICHKUNDA,18.341137,77.713346,18.41297,77.72665
BICHKUNDA,18.365436,77.807310,18.45886,77.72777
BICHKUNDA,18.369115,77.741332,18.36763,77.80726
BICHKUNDA,18.370736,77.740737,18.43342,77.75418
BICHKUNDA,18.392655,77.674485,18.26242,77.75816
BICHKUNDA,18.392862,77.733764,18.48103,77.73678
BICHKUNDA,18.400100,77.723426,18.29071,77.75886
BICHKUNDA,18.400687,77.771141,18.43185,77.71279
BICHKUNDA,18.400921,77.728467,18.40069,77.77114
BICHKUNDA,18.401057,77.701060,18.41553,77.68168
BICHKUNDA,18.406256,77.756666,18.32858,77.73273
BICHKUNDA,18.421788,77.762105,18.45972,77.74960
BICHKUNDA,18.429198,77.712539,18.42179,77.76211
BICHKUNDA,18.458957,77.727468,18.35456,77.71157
BICHKUNDA,18.481030,77.736777,18.26900,77.74375
BICHKUNDA,18.481314,77.736543,18.38647,77.79318
BIRKOOR,18.465533,77.803411,18.44711,77.90920
BIRKOOR,18.415488,77.830597,18.42102,77.82364
BIRKOOR,18.424143,77.873910,18.47273,77.90892
BIRKOOR,18.440122,77.841703,18.49664,77.78479
BIRKOOR,18.445332,77.879605,18.49376,77.81994
BIRKOOR,18.448029,77.904430,18.46312,77.80143
BIRKOOR,18.462298,77.801944,18.49082,77.84467
BIRKOOR,18.463740,77.829913,18.40978,77.83282
BIRKOOR,18.476024,77.870164,18.41260,77.88564
BIRKOOR,18.477682,77.869911,18.42419,77.87445
BIRKOOR,18.490815,77.844667,18.43210,77.80365
BIRKOOR,18.505312,77.801677,18.47549,77.85729
BODHAN,18.651896,77.893712,18.67521,77.90109
BODHAN,18.682338,77.901230,18.62155,77.93132
BODHAN,18.594118,77.917275,18.70668,77.91042
BODHAN,18.594226,77.917117,18.64254,77.91526
BODHAN,18.601967,77.914496,18.59423,77.91712
BODHAN,18.628149,77.939835,18.65739,77.92730
BODHAN,18.642349,77.915175,18.79169,77.87353
BODHAN,18.657307,77.927901,18.67140,77.77884
BODHAN,18.658642,77.831676,18.69875,77.85216
BODHAN,18.659154,77.842384,18.73878,77.84980
BODHAN,18.661591,77.875160,18.67807,77.79604
BODHAN,18.664830,77.898750,18.78100,77.84054
BODHAN,18.668753,77.841294,18.66781,77.84744
BODHAN,18.671399,77.778835,18.65864,77.83168
BODHAN,18.672608,77.784521,18.77182,77.87062
BODHAN,18.674450,77.903800,18.71416,77.89646
BODHAN,18.676466,77.853709,18.67072,77.74821
BODHAN,18.678813,77.845138,18.71708,77.87913
BODHAN,18.681145,77.801197,18.73407,77.88303
BODHAN,18.689080,77.820312,18.60798,77.90576
BODHAN,18.696703,77.851062,18.67495,77.86208
BODHAN,18.697572,77.808832,18.63392,77.94289
BODHAN,18.712883,77.899697,18.73585,77.90130
BODHAN,18.716785,77.900326,18.71814,77.91761
BODHAN,18.732140,77.903478,18.63728,77.84092
BODHAN,18.734067,77.883027,18.65138,77.83284
BODHAN,18.737535,77.850936,18.68908,77.82031
BODHAN,18.738782,77.849804,18.67921,77.84506
BODHAN,18.756249,77.839396,18.60197,77.91450
BODHAN,18.775051,77.866049,18.75625,77.83940
BODHAN,18.781004,77.840535,18.66773,77.90236
DHARPALLE,18.585380,78.299730,18.56251,78.31963
DHARPALLE,18.481354,78.331307,18.64163,78.35119
DHARPALLE,18.485894,78.281922,18.61018,78.35847
DHARPALLE,18.508422,78.276267,18.66732,78.38302
DHARPALLE,18.525375,78.285021,18.57579,78.36855
DHARPALLE,18.528977,78.285517,18.48135,78.33131
DHARPALLE,18.549392,78.262798,18.63277,78.38034
DHARPALLE,18.562460,78.319510,18.52538,78.28502
DHARPALLE,18.565159,78.297935,18.58616,78.34721
DHARPALLE,18.574712,78.367195,18.63166,78.32706
DHARPALLE,18.575785,78.368547,18.58243,78.29739
DHARPALLE,18.579802,78.359369,18.65637,78.33521
DHARPALLE,18.582431,78.297389,18.51118,78.27748
DHARPALLE,18.621834,78.308915,18.62025,78.30827
DHARPALLE,18.631357,78.380304,18.56373,78.37550
DHARPALLE,18.631663,78.327055,18.48366,78.28248
DHARPALLE,18.632769,78.380339,18.55057,78.26948
DHARPALLE,18.649010,78.333188,18.56516,78.29794
DICHPALLE,18.533509,78.237717,18.63642,78.19367
DICHPALLE,18.625908,78.249889,18.64298,78.15829
DICHPALLE,18.511131,78.222085,18.57970,78.22830
DICHPALLE,18.528160,78.245155,18.51186,78.22196
DICHPALLE,18.546096,78.242832,18.65042,78.16865
DICHPALLE,18.549350,78.242780,18.58701,78.20562
DICHPALLE,18.578966,78.267238,18.58708,78.19311
DICHPALLE,18.579801,78.228204,18.52764,78.24493
DICHPALLE,18.580287,78.268882,18.63786,78.18346
DICHPALLE,18.585899,78.281312,18.54034,78.22598
DICHPALLE,18.589083,78.203820,18.59135,78.23834
DICHPALLE,18.591646,78.238488,18.65805,78.32520
DICHPALLE,18.603974,78.213200,18.59091,78.28834
DICHPALLE,18.612278,78.200507,18.65658,78.20430
DICHPALLE,18.629175,78.285314,18.59218,78.25665
DICHPALLE,18.633422,78.249946,18.61317,78.19906
DICHPALLE,18.633602,78.224196,18.58038,78.25633
DICHPALLE,18.633951,78.220777,18.57897,78.26724
DICHPALLE,18.639532,78.183645,18.63834,78.21960
DICHPALLE,18.642830,78.172708,18.63395,78.21091
DICHPALLE,18.644483,78.313326,18.64448,78.31333
DICHPALLE,18.650007,78.170584,18.54548,78.24635
DICHPALLE,18.657220,78.202481,18.63192,78.25245
DOMAKONDA,18.248286,78.442486,18.26573,78.49843
DOMAKONDA,18.186212,78.512191,18.24594,78.45838
DOMAKONDA,18.186442,78.512199,18.21208,78.52275
DOMAKONDA,18.211102,78.525048,18.29150,78.38809
DOMAKONDA,18.211514,78.521033,18.25012,78.43497
DOMAKONDA,18.212076,78.522751,18.22542,78.43346
DOMAKONDA,18.215351,78.517752,18.18621,78.51219
DOMAKONDA,18.224520,78.447599,18.22995,78.50099
DOMAKONDA,18.224665,78.447577,18.26690,78.52058
DOMAKONDA,18.232303,78.492892,18.23708,78.41352
DOMAKONDA,18.236582,78.413371,18.21268,78.54819
DOMAKONDA,18.237371,78.531171,18.21039,78.48461
DOMAKONDA,18.238868,78.479408,18.28793,78.40609
DOMAKONDA,18.245734,78.458613,18.22452,78.44760
DOMAKONDA,18.254431,78.434177,18.18886,78.54829
DOMAKONDA,18.260134,78.479777,18.19077,78.51117
DOMAKONDA,18.288011,78.405160,18.23613,78.53574
GANDHARI,18.401306,78.106276,18.43224,78.16106
GANDHARI,18.458425,78.220807,18.46797,78.07669
GANDHARI,18.338551,78.004261,18.46252,78.12131
GANDHARI,18.340034,78.092883,18.39632,78.11751
GANDHARI,18.340775,78.003603,18.34078,78.00360
GANDHARI,18.361649,77.995651,18.37932,78.00129
GANDHARI,18.365493,77.977439,18.35785,78.14101
GANDHARI,18.370136,77.976239,18.39160,78.15976
GANDHARI,18.371262,78.074472,18.33549,78.10538
GANDHARI,18.389178,78.063959,18.35261,77.97281
GANDHARI,18.396315,78.117512,18.44279,78.05157
GANDHARI,18.396353,78.115665,18.44707,78.06959
GANDHARI,18.398532,78.134901,0.00000,0.00000
GANDHARI,18.399587,78.153533,18.34003,78.09288
GANDHARI,18.414041,77.980576,18.38365,78.06688
GANDHARI,18.417032,77.993537,18.34556,78.01099
GANDHARI,18.432237,78.161063,18.44911,78.19827
GANDHARI,18.434719,78.001771,18.37629,77.98155
GANDHARI,18.446543,78.066798,18.46629,78.16906
JAKRANPALLE,18.676224,78.215337,18.73641,78.27417
JAKRANPALLE,18.682590,78.238774,18.75555,78.30304
JAKRANPALLE,18.684021,78.337226,18.68617,78.34496
JAKRANPALLE,18.684101,78.241295,18.71496,78.27894
JAKRANPALLE,18.685535,78.327988,18.68554,78.32799
JAKRANPALLE,18.687344,78.321711,18.68512,78.27162
JAKRANPALLE,18.690041,78.310760,18.71635,78.33602
JAKRANPALLE,18.709317,78.304610,18.73742,78.24935
JAKRANPALLE,18.718429,78.280816,18.70299,78.30256
JAKRANPALLE,18.734746,78.261699,18.75240,78.23537
JAKRANPALLE,18.736409,78.274172,18.73475,78.26170
JAKRANPALLE,18.737416,78.249349,18.69343,78.28540
JAKRANPALLE,18.738054,78.276670,18.67154,78.20579
JAKRANPALLE,18.749309,78.304187,18.68259,78.23877
JUKKAL,18.347388,77.704782,18.29725,77.61541
JUKKAL,18.310150,77.595743,18.34717,77.62434
JUKKAL,18.326477,77.721123,18.39964,77.57036
JUKKAL,18.332690,77.696239,18.43074,77.54122
JUKKAL,18.342499,77.650914,18.38019,77.61431
JUKKAL,18.345022,77.651594,18.30737,77.58686
JUKKAL,18.345505,77.662048,18.36490,77.53984
JUKKAL,18.348048,77.675066,18.34643,77.56413
JUKKAL,18.351769,77.627165,18.42698,77.57358
JUKKAL,18.355047,77.596432,18.35683,77.60160
JUKKAL,18.356826,77.601604,18.34250,77.65091
JUKKAL,18.363928,77.605732,18.37411,77.56700
JUKKAL,18.364694,77.603030,18.35746,77.67819
JUKKAL,18.368325,77.543740,18.33365,77.69862
JUKKAL,18.380192,77.614307,18.37086,77.63883
JUKKAL,18.381025,77.566174,18.35703,77.66628
JUKKAL,18.389643,77.594815,18.39814,77.63458
JUKKAL,18.401617,77.595204,18.40038,77.60720
JUKKAL,18.428070,77.572222,18.38621,77.59370
KAMAREDDY,18.258761,78.329386,18.35653,78.33055
KAMAREDDY,18.268741,78.328521,18.28852,78.33382
KAMAREDDY,18.280932,78.353860,18.32081,78.32403
KAMAREDDY,18.292141,78.335814,18.37565,78.36095
KAMAREDDY,18.303984,78.342254,18.36387,78.39633
KAMAREDDY,18.318317,78.299097,18.38283,78.33840
KAMAREDDY,18.319884,78.332504,18.30999,78.37097
KAMAREDDY,18.324439,78.361712,18.26887,78.32874
KAMAREDDY,18.325420,78.391895,18.31583,78.30913
KAMAREDDY,18.332519,78.365783,18.27450,78.35401
KAMAREDDY,18.344229,78.311481,18.28524,78.35028
KAMAREDDY,18.375650,78.360949,18.33301,78.36685
KAMAREDDY,18.376897,78.361163,18.30215,78.33900
KAMAREDDY,18.382832,78.338404,18.35179,78.37460
KAMMARAPALLE,18.779562,78.521937,18.72907,78.54927
KAMMARAPALLE,18.798579,78.514374,18.77829,78.51062
KAMMARAPALLE,18.837134,78.508474,18.77971,78.52186
KAMMARAPALLE,18.837365,78.511282,18.79992,78.51478
KAMMARAPALLE,18.852825,78.511570,18.71101,78.55129
KOTGIRI,18.569821,77.786140,18.50724,77.81732
KOTGIRI,18.505305,77.801707,18.63060,77.79062
KOTGIRI,18.507041,77.819865,18.55869,77.81272
KOTGIRI,18.521969,77.794811,18.61304,77.82257
KOTGIRI,18.545419,77.793249,18.58425,77.76258
KOTGIRI,18.547670,77.815481,18.60433,77.77547
KOTGIRI,18.556961,77.818907,18.54989,77.78750
KOTGIRI,18.565516,77.772118,18.52083,77.78080
KOTGIRI,18.575050,77.820028,18.60050,77.76108
KOTGIRI,18.575057,77.818304,18.53960,77.77116
KOTGIRI,18.584614,77.857962,18.62722,77.77638
KOTGIRI,18.600500,77.761078,18.57524,77.81886
KOTGIRI,18.603356,77.775373,18.53886,77.81020
KOTGIRI,18.604917,77.824035,18.50963,77.80329
KOTGIRI,18.626835,77.776602,18.56729,77.77222
KOTGIRI,18.662813,77.777678,18.60288,77.85633
LINGAMPET,18.215067,78.121993,18.30039,78.10278
LINGAMPET,18.199891,78.129741,18.28308,78.05890
LINGAMPET,18.215310,78.122049,18.26075,78.09957
LINGAMPET,18.223383,78.164367,18.27506,78.06551
LINGAMPET,18.235841,78.064903,18.29202,78.11590
LINGAMPET,18.236075,78.114512,18.26332,78.13894
LINGAMPET,18.236163,78.116421,18.24243,78.13133
LINGAMPET,18.236930,78.109446,18.23693,78.10945
LINGAMPET,18.241834,78.131668,18.31598,78.16103
LINGAMPET,18.253243,78.135725,18.30463,78.05326
LINGAMPET,18.259807,78.142061,18.29508,78.12518
LINGAMPET,18.260752,78.099566,18.19989,78.12974
LINGAMPET,18.271022,78.060628,18.17818,78.16304
LINGAMPET,18.283076,78.058895,18.22866,78.18170
LINGAMPET,18.285668,78.111459,18.15313,78.13662
LINGAMPET,18.315598,78.162052,18.21531,78.12205
MACHAREDDY,18.398097,78.470741,18.37142,78.48882
MACHAREDDY,18.285602,78.472842,18.40109,78.45837
MACHAREDDY,18.288237,78.472861,18.35022,78.40305
MACHAREDDY,18.305022,78.458346,18.30831,78.48162
MACHAREDDY,18.314916,78.440772,18.42776,78.53478
MACHAREDDY,18.317454,78.435838,18.33704,78.41442
MACHAREDDY,18.321446,78.455497,18.32282,78.48554
MACHAREDDY,18.324575,78.468274,18.32938,78.44621
MACHAREDDY,18.325303,78.399979,18.28824,78.47286
MACHAREDDY,18.326928,78.481331,18.33525,78.51575
MACHAREDDY,18.328779,78.498400,18.36509,78.44852
MACHAREDDY,18.333272,78.507898,0.00000,0.00000
MACHAREDDY,18.336822,78.402336,18.32226,78.46934
MACHAREDDY,18.350223,78.403046,18.33492,78.49784
MACHAREDDY,18.363791,78.450288,18.43141,78.40565
MACHAREDDY,18.364429,78.447080,18.31736,78.43523
MACHAREDDY,18.373528,78.487221,18.35830,78.42881
MACHAREDDY,18.402128,78.455924,18.39277,78.55967
